gene,gene_effect,z_score,mean,stddev
PROK1,-0.25863242621176,-2.04945197567721,-0.03575970909521206,0.1087474699390812
PTTG1IP,-0.2664552120376882,-2.047760049841199,0.039225747755495484,0.1492757707705494
NAA80,-0.30810976208536467,-2.0460219468987906,-0.04147888857982695,0.1303167221200521
C11orf71,-0.341780380068634,-2.045609703347652,-0.04957620475725442,0.14284453912844947
SLC11A1,-0.321384604316102,-2.044396486580677,-0.04871892722056766,0.13337220978675082
RAP1GAP,-0.3061161691804501,-2.0437647170527384,0.01242183548068132,0.1558584518087224
SLC35F1,-0.1676665515068795,-2.0419793458997826,0.030502713129978314,0.09704763421568108
SERPINB13,-0.1828332878979499,-2.0393902100231136,0.04440763702244345,0.11142591731761714
FRS3,-0.43660295868556537,-2.0388165889883854,-0.162919897484959,0.1342362342344888
ROPN1L,-0.42929188805972457,-2.037052609263669,-0.13831727829216015,0.14284098920387855
HES5,-0.4349567598340501,-2.0355767657452892,-0.10833621038331014,0.16045602157929612
CEP131,-0.9775283377960322,-2.0348380216853093,-0.5312194978404208,0.219333841416019
OR6C6,-0.6953144345603997,-2.0329175023601858,-0.3639793793508792,0.1629849980753501
HAUS6,-2.0184949595116115,-2.03203019972064,-1.3232461446273265,0.3421449223441004
PORCN,-0.26519988293606483,-2.0315123638140693,0.027759651258218332,0.14420760582734793
POU5F2,-0.37113647020858054,-2.0292482957651377,-0.11711966162936063,0.12517778583790393
SEC14L4,-0.2742783693647666,-2.028527645555212,-0.05890822880971601,0.10617067064723358
GLS2,-0.4351851366724134,-2.0281421980188656,-0.14311034378291826,0.1440110033580487
SMIM18,-0.17420094007275072,-2.0253158993129574,0.0588912819586713,0.1150893162446872
MNX1,-0.25026076299362804,-2.0245453436816785,-0.016030821163947825,0.11569508312603566
HIBCH,-0.3760547589999086,-2.0219173024313424,-0.13585545102375285,0.11879779043748111
TBCE,-0.9559894028387521,-2.0212625920762237,-0.5270524378397121,0.21221238976101545
UPK3A,-0.23320262727951865,-2.016439891463349,0.017111512106312864,0.12413667297772822
ACP5,-0.18030773731029812,-2.0160069107120746,0.010886235839134025,0.09483795523394334
TBC1D9,-0.27650355006973626,-2.0156924603932254,-0.020631176687045404,0.1269401847803582
POLR2H,-2.069055003560363,-2.012953637657521,-1.4120591862851277,0.32638397873871705
AGPAT4,-0.2049737411077246,-2.0126789619001118,0.042144035450161724,0.1227805234892452
MMP19,-0.3633542804354517,-2.010255451711576,-0.11565494791028602,0.12321783896383366
VSX1,-0.18581788243627465,-2.008913524583044,0.09135147763238335,0.13796978151470474
H3C4,-0.5976285995114315,-2.0087082321190746,-0.2762496355583551,0.1599928545192647
TPH2,-0.5092483865123625,-2.0062458288529568,-0.20469033491403837,0.15180495192478527
HCFC1,-2.3594462507439076,-2.0057568440312448,-1.6811115837989294,0.338193868795001
PFDN5,-1.3176693268954116,-2.0013668530345305,-0.7343724438987902,0.29144925734740224
HTN1,-0.23865942024400655,-2.001106088203675,0.07117169043860601,0.15482992756307956
ARPC1B,-0.18754901429370796,-2.0000658553955284,0.038626058083006454,0.11308381259875393
PAFAH1B2,-0.2283396133423904,-1.9961102834644104,0.057224325873064016,0.14306020142325762
INPP1,-0.1931824532584297,-1.9939077800849043,0.040584028678414555,0.11724036802087709
ADGRF3,-0.23555382365695873,-1.9932416577197598,0.025631479693022565,0.13103544286184224
AIRE,-0.07555763686032267,-1.9924564481527496,0.11711949606721526,0.09670330967895091
LRRC8B,-0.4662431494343553,-1.992157720714326,-0.061326060532805204,0.20325553779765962
NDUFAF2,-0.5456806840715196,-1.988653950195121,-0.2104661617783505,0.16856352622852194
NR0B2,-0.5267697134450122,-1.9867156154716918,-0.22618424766584627,0.15129768117708184
NAB1,-0.1339393004319276,-1.9812640488106001,0.08797945997700822,0.11200867473578745
PCSK7,-0.30558097929000283,-1.9811973449895182,-0.019500062313439617,0.14439799129555
NFS1,-2.420680237601115,-1.9803133487038096,-1.668577606770875,0.3797897092005767
INMT,-0.3104216046150496,-1.9787139103451794,-0.014629431663382373,0.14948708421424467
ANKRD65,-0.42818481499246996,-1.97403059079031,-0.14506470714295444,0.14342235078341284
KDM3B,-0.265001466863644,-1.9723027660970864,0.031712384878726844,0.15044031618407472
FBXO36,-0.43074797517246877,-1.9722616521021192,-0.1579052808773409,0.1383400087936206
TUSC2,-0.5614169221077525,-1.9703781322099068,-0.2601969105877937,0.1528742156624125
EEFSEC,-1.2355224380346563,-1.9692817296545158,-0.491725332068856,0.3776996936320989
SYDE1,-0.2816149981099664,-1.9672844562542176,-0.04566289282384309,0.1199379706051177
NKX2-5,-0.5305436122708864,-1.9642349630527978,-0.22456012997868105,0.15577743398714805
MEAK7,-0.371839764261294,-1.963913184064321,-0.107457873971801,0.13461994778320818
ITGB3,-0.4310771409203229,-1.961274411086631,-0.10767587676374632,0.16489342966413265
NARS1,-2.581012444865037,-1.9611812570248466,-1.91735745640048,0.33839553895764624
ZNF468,-0.6843726631257671,-1.9609703222329062,-0.31588022997432014,0.18791331463489672
TCEA1,-0.4482076347053455,-1.9602469463845056,-0.14245027052392462,0.15597900292377045
FUOM,-0.18654107546291399,-1.9585530237625919,0.05578122679388692,0.12372516818118796
RETREG2,-0.09673485462149965,-1.957740914329284,0.08215292436147818,0.09137459286550398
